fffffff007a65a90	0xd50347df  MSR   	DAIFSet, #7            	X -  (0 0x0)
fffffff0081be4d8	0xd5182102  MSR   	APIAKeyLo_EL1, X2      	X - Instruction Pointer Auth A Key (low bits) (2 0x0)
fffffff0081be4e0	0xd5182124  MSR   	APIAKeyHi_EL1, X4      	X - Instruction Pointer Auth A Key (high bits) (4 0x1)
fffffff0081be4e8	0xd5182204  MSR   	APDAKeyLo_EL1, X4      	X - Data Pointer Auth A Key (low bits) (4 0x2)
fffffff0081be4f0	0xd5182224  MSR   	APDAKeyHi_EL1, X4      	X - Data Pointer Auth A Key (high bits) (4 0x3)
fffffff0081be55c	0xd51b4402  MSR   	FPCR, X2               	X -  (2 0x0)
fffffff0081be898	0xd5034fdf  MSR   	DAIFSet, #15           	X -  (0 0x0)
fffffff0081be8f4	0xd5034fdf  MSR   	DAIFSet, #15           	X -  (0 0x0)
fffffff0081be95c	0xd518f10c  MSR   	S3_0_C15_C1_0, X12     	X -  (12 0x8000)
fffffff0081be97c	0xd5034fdf  MSR   	DAIFSet, #15           	X -  (0 0x0)
fffffff0081be9dc	0xd5184021  MSR   	ELR_EL1, X1            	X -  (1 0x108)
fffffff0081be9e0	0xd5184002  MSR   	SPSR_EL1, X2           	X - AArch32,A (2 0x110)
fffffff0081be9e4	0xd51b4423  MSR   	FPSR, X3               	X -  (3 0x340)
fffffff0081be9f4	0xd51b4404  MSR   	FPCR, X4               	X -  (4 0x0)
fffffff0081bea28	0xd5182101  MSR   	APIAKeyLo_EL1, X1      	X - Instruction Pointer Auth A Key (low bits) (1 0x0)
fffffff0081bea30	0xd5182123  MSR   	APIAKeyHi_EL1, X3      	X - Instruction Pointer Auth A Key (high bits) (3 0x1)
fffffff0081bea38	0xd5182203  MSR   	APDAKeyLo_EL1, X3      	X - Data Pointer Auth A Key (low bits) (3 0x2)
fffffff0081bea40	0xd5182223  MSR   	APDAKeyHi_EL1, X3      	X - Data Pointer Auth A Key (high bits) (3 0x3)
fffffff0081beb94	0xd50040bf  MSR   	SPSel, #0              	X -  (0 0x0)
fffffff0081bec8c	0xd50040bf  MSR   	SPSel, #0              	X -  (0 0x0)
fffffff0081bec9c	0xd518d08c  MSR   	TPIDR_EL1, X12         	X - Thread Pointer/ID Register (12 0x0)
fffffff0081becd0	0xd50344ff  MSR   	DAIFClr, #4            	X -  (0 0x0)
fffffff0081becd8	0xd50343ff  MSR   	DAIFClr, #3            	X -  (0 0x0)
fffffff0081bece0	0xd50347ff  MSR   	DAIFClr, #7            	X -  (0 0x0)
fffffff0081bed14	0xd50343df  MSR   	DAIFSet, #3            	X -  (0 0x0)
fffffff0081bed3c	0xd50343ff  MSR   	DAIFClr, #3            	X -  (0 0x0)
fffffff0081bed88	0xd50344ff  MSR   	DAIFClr, #4            	X -  (0 0x0)
fffffff0081bed90	0xd50343ff  MSR   	DAIFClr, #3            	X -  (0 0x0)
fffffff0081bed98	0xd50347ff  MSR   	DAIFClr, #7            	X -  (0 0x0)
fffffff0081beda0	0xd50347df  MSR   	DAIFSet, #7            	X -  (0 0x0)
fffffff0081bedfc	0xd50347df  MSR   	DAIFSet, #7            	X -  (0 0x0)
fffffff0081bee84	0xd50344ff  MSR   	DAIFClr, #4            	X -  (0 0x0)
fffffff0081bee8c	0xd50343ff  MSR   	DAIFClr, #3            	X -  (0 0x0)
fffffff0081bee94	0xd50347ff  MSR   	DAIFClr, #7            	X -  (0 0x0)
fffffff0081beea0	0xd51ef140  MSR   	S3_6_C15_C1_2, X0      	X -  (0 0x1)
fffffff0081c0400	0xd510109f  MSR   	OSLAR_EL1, XZR         	X -  (31 0x0)
fffffff0081c0404	0xd5034fdf  MSR   	DAIFSet, #15           	X -  (0 0x0)
fffffff0081c0478	0xd51cf271  MSR   	ARM64_REG_KTRR_LOWER_EL1, X17	X -  (17 0xfffffff00772a6d8)
fffffff0081c047c	0xd51cf293  MSR   	ARM64_REG_KTRR_UPPER_EL1, X19	X -  (19 0xfffffff00772a6e0)
fffffff0081c0484	0xd51cf2b2  MSR   	S3_4_C15_C2_5, X18     	X -  (18 0x12)
fffffff0081c048c	0xd51cf252  MSR   	ARM64_REG_KTRR_LOCK_EL1, X18	X -  (18 0x1)
fffffff0081c4008	0xd5181003  MSR   	SCTLR_EL1, X3          	X - System Control Register (3 0x0)
fffffff0081c4014	0xd51ef100  MSR   	S3_6_C15_C1_0, X0      	X -  (0 0x1)
fffffff0081c4034	0xd51ef1a0  MSR   	S3_6_C15_C1_5, X0      	X -  (0 0x2010000030100001)
fffffff0081c4048	0xd51ef1c0  MSR   	S3_6_C15_C1_6, X0      	X -  (0 0x4030000060300001)
fffffff0081c405c	0xd51ef1e0  MSR   	S3_6_C15_C1_7, X0      	X -  (0 0x6050a5009050f001)
fffffff0081c4070	0xd51ef300  MSR   	S3_6_C15_C3_0, X0      	X -  (0 0x80714a05c071e0f1)
fffffff0081c4078	0xd51ef120  MSR   	S3_6_C15_C1_1, X0      	X -  (0 0x1)
fffffff0081c4080	0xd51ef140  MSR   	S3_6_C15_C1_2, X0      	X -  (0 0x1)
fffffff0081c40ac	0xd51ef820  MSR   	S3_6_C15_C8_1, X0      	X -  (0 0xfffffff00998165c)
fffffff0081c40c0	0xd51ef840  MSR   	S3_6_C15_C8_2, X0      	X -  (0 0xfffffff009981658)
fffffff0081c40c8	0xd51ef140  MSR   	S3_6_C15_C1_2, X0      	X -  (0 0x0)
fffffff0081c40d0	0xd5181003  MSR   	SCTLR_EL1, X3          	X - System Control Register (3 0x1)
fffffff0081c40fc	0xd518c000  MSR   	VBAR_EL1, X0           	X - Vector Base Address Register  set to 0xfffffff0081c1000 (0 0xfffffff0081c1000)
fffffff0081c4118	0xd51ef100  MSR   	S3_6_C15_C1_0, X0      	X -  (0 0x1)
fffffff0081c412c	0xd51ef122  MSR   	S3_6_C15_C1_1, X2      	X -  (2 0x1)
fffffff0081c4140	0xd51ef300  MSR   	S3_6_C15_C3_0, X0      	X -  (0 0x2020a5063020f0e1)
fffffff0081c4154	0xd51ef1a0  MSR   	S3_6_C15_C1_5, X0      	X -  (0 0x4030a5066030f0e1)
fffffff0081c4168	0xd51ef1c0  MSR   	S3_6_C15_C1_6, X0      	X -  (0 0x6050a5069050f0e1)
fffffff0081c417c	0xd51ef1e0  MSR   	S3_6_C15_C1_7, X0      	X -  (0 0x80714a06c071e0e1)
fffffff0081c4184	0xd51ef140  MSR   	S3_6_C15_C1_2, X0      	X -  (0 0x1)
fffffff0081c4198	0xd51ef840  MSR   	S3_6_C15_C8_2, X0      	X -  (0 0xfffffff009981658)
fffffff0081c41ac	0xd51ef820  MSR   	S3_6_C15_C8_1, X0      	X -  (0 0xfffffff00998165c)
fffffff0081c41b4	0xd51ef140  MSR   	S3_6_C15_C1_2, X0      	X -  (0 0x0)
fffffff0081c41c8	0xd51ef100  MSR   	S3_6_C15_C1_0, X0      	X -  (0 0x1)
fffffff0081c41dc	0xd51bd060  MSR   	TPIDRRO_EL0, X0        	X - Thread Pointer/ID Register (0 0x0)
fffffff0081c41f8	0xd50040bf  MSR   	SPSel, #0              	X -  (0 0x18)
fffffff0081c420c	0xd510109f  MSR   	OSLAR_EL1, XZR         	X -  (31 0x0)
fffffff0081c4210	0xd5034fdf  MSR   	DAIFSet, #15           	X -  (0 0x0)
fffffff0081c4224	0xd518c000  MSR   	VBAR_EL1, X0           	X - Vector Base Address Register  set to 0xfffffff0081c1000 (0 0xfffffff0081c1000)
fffffff0081c423c	0xd51bd075  MSR   	TPIDRRO_EL0, X21       	X - Thread Pointer/ID Register (21 0x0)
fffffff0081c4268	0xd50040bf  MSR   	SPSel, #0              	X -  (0 0xfffffff009c08000)
fffffff0081c4434	0xd5182041  MSR   	TCR_EL1, X1            	X - Translation Control Register (1 0xfffffff00772a6e8)
fffffff0081c4450	0xd5182020  MSR   	TTBR1_EL1, X0          	X - Translation Table Base Register (0 0x4000)
fffffff0081c4498	0xd518a200  MSR   	MAIR_EL1, X0           	X - Memory Attribute Indirection Register (0 0xc00000000000000)
fffffff0081c44b8	0xd5182020  MSR   	TTBR1_EL1, X0          	X - Translation Table Base Register (0 0xfffffff00772a318)
fffffff0081c44cc	0xd518c000  MSR   	VBAR_EL1, X0           	X - Vector Base Address Register  set to 0xfffffff0081bd000 (0 0xfffffff0081bd000)
fffffff0081c44e4	0xd51cf080  MSR   	S3_4_C15_C0_4, X0      	X -  (0 0x5)
fffffff0081c44f0	0xd5182140  MSR   	APIBKeyLo_EL1, X0      	X - Instruction Pointer Auth B Key (low bits) (0 0xfeedfacefeedfacf)
fffffff0081c44f8	0xd5182160  MSR   	APIBKeyHi_EL1, X0      	X - Instruction Pointer Auth B Key (high bits) (0 0xfeedfacefeedfad0)
fffffff0081c4500	0xd5182240  MSR   	APDBKeyLo_EL1, X0      	X - Data Pointer Auth B Key (low bits) (0 0xfeedfacefeedfad1)
fffffff0081c4508	0xd5182260  MSR   	APDBKeyHi_EL1, X0      	X - Data Pointer Auth B Key (high bits) (0 0xfeedfacefeedfad2)
fffffff0081c4510	0xd51cf100  MSR   	S3_4_C15_C1_0, X0      	X -  (0 0xfeedfacefeedfad3)
fffffff0081c4518	0xd51cf120  MSR   	S3_4_C15_C1_1, X0      	X -  (0 0xfeedfacefeedfad4)
fffffff0081c4520	0xd5182100  MSR   	APIAKeyLo_EL1, X0      	X - Instruction Pointer Auth A Key (low bits) (0 0xfeedfacefeedfad5)
fffffff0081c4528	0xd5182120  MSR   	APIAKeyHi_EL1, X0      	X - Instruction Pointer Auth A Key (high bits) (0 0xfeedfacefeedfad6)
fffffff0081c4530	0xd5182200  MSR   	APDAKeyLo_EL1, X0      	X - Data Pointer Auth A Key (low bits) (0 0xfeedfacefeedfad7)
fffffff0081c4538	0xd5182220  MSR   	APDAKeyHi_EL1, X0      	X - Data Pointer Auth A Key (high bits) (0 0xfeedfacefeedfad8)
fffffff0081c4540	0xd5182300  MSR   	APGAKeyLo_EL1, X0      	X - General Pointer Auth A Key (low bits) (0 0xfeedfacefeedfad9)
fffffff0081c4548	0xd5182320  MSR   	APGAKeyHi_EL1, X0      	X - General Pointer Auth A Key (high bits) (0 0xfeedfacefeedfada)
fffffff0081c4560	0xd5181000  MSR   	SCTLR_EL1, X0          	X - System Control Register (0 0xfeedfacf73425417)
fffffff0081c4588	0xd5181040  MSR   	CPACR_EL1, X0          	X - Architectural Feature Access Control Register (0 0x300000)
fffffff0081c458c	0xd518d09f  MSR   	TPIDR_EL1, XZR         	X - Thread Pointer/ID Register (31 0x0)
fffffff0081c45b4	0xd518f42c  MSR   	S3_0_C15_C4_1, X12     	X -  (12 0x1800)
fffffff0081c45bc	0xd518f40c  MSR   	S3_0_C15_C4_0, X12     	X -  (12 0x1800)
fffffff0081c45d8	0xd518f50d  MSR   	ARM64_REG_HID5, X13    	X -  (13 0x20000000)
fffffff0081c45e4	0xd518f00d  MSR   	S3_0_C15_C0_0, X13     	X -  (13 0x20000010)
fffffff0081c45f4	0xd518f40d  MSR   	S3_0_C15_C4_0, X13     	X -  (13 0x30020000010)
fffffff0081c4600	0xd518f90d  MSR   	S3_0_C15_C9_0, X13     	X -  (13 0x30020400010)
fffffff0081c460c	0xd518f90d  MSR   	S3_0_C15_C9_0, X13     	X -  (13 0x30020500010)
fffffff0081c4618	0xd518ff4d  MSR   	S3_0_C15_C15_2, X13    	X -  (13 0x30022500010)
fffffff0081c4624	0xd518ff4d  MSR   	S3_0_C15_C15_2, X13    	X -  (13 0x30022500010)
fffffff0081c4630	0xd518ff4d  MSR   	S3_0_C15_C15_2, X13    	X -  (13 0x30022500010)
fffffff0081c463c	0xd518ff4d  MSR   	S3_0_C15_C15_2, X13    	X -  (13 0x30062500010)
fffffff0081c4648	0xd518f40d  MSR   	S3_0_C15_C4_0, X13     	X -  (13 0x300e2500010)
fffffff0081c4654	0xd518f40d  MSR   	S3_0_C15_C4_0, X13     	X -  (13 0x300e2500012)
fffffff0081c4660	0xd518fb0d  MSR   	S3_0_C15_C11_0, X13    	X -  (13 0x300e2500012)
fffffff0081c466c	0xd518ff4d  MSR   	S3_0_C15_C15_2, X13    	X -  (13 0x300e2540012)
fffffff0081c467c	0xd518fe0d  MSR   	S3_0_C15_C14_0, X13    	X -  (13 0x300e2550012)
fffffff0081c4694	0xd518f50d  MSR   	ARM64_REG_HID5, X13    	X -  (13 0x300e2550012)
fffffff0081c46a0	0xd518fa2d  MSR   	ARM64_REG_EHID10, X13  	X -  (13 0x300e2550013)
fffffff0081c46ac	0xd518f42d  MSR   	S3_0_C15_C4_1, X13     	X -  (13 0x300e2550013)
fffffff0081c46b8	0xd518fa2d  MSR   	ARM64_REG_EHID10, X13  	X -  (13 0x300e25d0013)
fffffff0081c46d0	0xd518fa2d  MSR   	ARM64_REG_EHID10, X13  	X -  (13 0x300e25d0013)
fffffff0081c4738	0xd51cf184  MSR   	S3_4_C15_C1_4, X4      	X -  (4 0x100)
fffffff0081c4748	0xd51df509  MSR   	ARM64_REG_CYC_CFG, X9  	X -  (9 0x0)
fffffff0081c47a0	0xd518d080  MSR   	TPIDR_EL1, X0          	X - Thread Pointer/ID Register (0 0x0)
fffffff0081c47bc	0xd51bd062  MSR   	TPIDRRO_EL0, X2        	X - Thread Pointer/ID Register (2 0x0)
fffffff0081c47c0	0xd51bd05f  MSR   	TPIDR_EL0, XZR         	X - Thread Pointer/ID Register (31 0x0)
fffffff0081c484c	0xd51b4402  MSR   	FPCR, X2               	X -  (2 0x0)
fffffff0081c48a8	0xd5182141  MSR   	APIBKeyLo_EL1, X1      	X - Instruction Pointer Auth B Key (low bits) (1 0x0)
fffffff0081c48b0	0xd5182162  MSR   	APIBKeyHi_EL1, X2      	X - Instruction Pointer Auth B Key (high bits) (2 0x1)
fffffff0081c48b8	0xd5182242  MSR   	APDBKeyLo_EL1, X2      	X - Data Pointer Auth B Key (low bits) (2 0x2)
fffffff0081c48c0	0xd5182262  MSR   	APDBKeyHi_EL1, X2      	X - Data Pointer Auth B Key (high bits) (2 0x3)
fffffff0081c4908	0xd5182145  MSR   	APIBKeyLo_EL1, X5      	X - Instruction Pointer Auth B Key (low bits) (5 0x0)
fffffff0081c4910	0xd5182166  MSR   	APIBKeyHi_EL1, X6      	X - Instruction Pointer Auth B Key (high bits) (6 0x1)
fffffff0081c4918	0xd5182246  MSR   	APDBKeyLo_EL1, X6      	X - Data Pointer Auth B Key (low bits) (6 0x2)
fffffff0081c4920	0xd5182266  MSR   	APDBKeyHi_EL1, X6      	X - Data Pointer Auth B Key (high bits) (6 0x3)
fffffff0081c4a1c	0xd518d082  MSR   	TPIDR_EL1, X2          	X - Thread Pointer/ID Register (2 0x0)
fffffff0081c4a38	0xd51bd064  MSR   	TPIDRRO_EL0, X4        	X - Thread Pointer/ID Register (4 0x0)
fffffff0081c4a3c	0xd51bd05f  MSR   	TPIDR_EL0, XZR         	X - Thread Pointer/ID Register (31 0x0)
fffffff0081c4ac8	0xd51b4404  MSR   	FPCR, X4               	X -  (4 0x0)
fffffff0081c4b24	0xd5182143  MSR   	APIBKeyLo_EL1, X3      	X - Instruction Pointer Auth B Key (low bits) (3 0x0)
fffffff0081c4b2c	0xd5182164  MSR   	APIBKeyHi_EL1, X4      	X - Instruction Pointer Auth B Key (high bits) (4 0x1)
fffffff0081c4b34	0xd5182244  MSR   	APDBKeyLo_EL1, X4      	X - Data Pointer Auth B Key (low bits) (4 0x2)
fffffff0081c4b3c	0xd5182264  MSR   	APDBKeyHi_EL1, X4      	X - Data Pointer Auth B Key (high bits) (4 0x3)
fffffff0081c4bfc	0xd50343df  MSR   	DAIFSet, #3            	X -  (0 0x0)
fffffff0081c4d6c	0xd51b4402  MSR   	FPCR, X2               	X -  (2 0x0)
fffffff0081c4dc8	0xd5182141  MSR   	APIBKeyLo_EL1, X1      	X - Instruction Pointer Auth B Key (low bits) (1 0x0)
fffffff0081c4dd0	0xd5182162  MSR   	APIBKeyHi_EL1, X2      	X - Instruction Pointer Auth B Key (high bits) (2 0x1)
fffffff0081c4dd8	0xd5182242  MSR   	APDBKeyLo_EL1, X2      	X - Data Pointer Auth B Key (low bits) (2 0x2)
fffffff0081c4de0	0xd5182262  MSR   	APDBKeyHi_EL1, X2      	X - Data Pointer Auth B Key (high bits) (2 0x3)
fffffff0081c4dfc	0xd518d080  MSR   	TPIDR_EL1, X0          	X - Thread Pointer/ID Register (0 0x0)
fffffff0081c4e18	0xd51bd062  MSR   	TPIDRRO_EL0, X2        	X - Thread Pointer/ID Register (2 0x0)
fffffff0081c4e1c	0xd51bd05f  MSR   	TPIDR_EL0, XZR         	X - Thread Pointer/ID Register (31 0x0)
fffffff0081c5390	0xd5182101  MSR   	APIAKeyLo_EL1, X1      	X - Instruction Pointer Auth A Key (low bits) (1 0x0)
fffffff0081c5398	0xd5182122  MSR   	APIAKeyHi_EL1, X2      	X - Instruction Pointer Auth A Key (high bits) (2 0x1)
fffffff0081c53a0	0xd5182202  MSR   	APDAKeyLo_EL1, X2      	X - Data Pointer Auth A Key (low bits) (2 0x2)
fffffff0081c53a8	0xd5182222  MSR   	APDAKeyHi_EL1, X2      	X - Data Pointer Auth A Key (high bits) (2 0x3)
fffffff0081c53b4	0xd51cf081  MSR   	S3_4_C15_C0_4, X1      	X -  (1 0x0)
fffffff0081c53c8	0xd5182101  MSR   	APIAKeyLo_EL1, X1      	X - Instruction Pointer Auth A Key (low bits) (1 0x0)
fffffff0081c53d0	0xd5182122  MSR   	APIAKeyHi_EL1, X2      	X - Instruction Pointer Auth A Key (high bits) (2 0x1)
fffffff0081c53d8	0xd5182202  MSR   	APDAKeyLo_EL1, X2      	X - Data Pointer Auth A Key (low bits) (2 0x2)
fffffff0081c53e0	0xd5182222  MSR   	APDAKeyHi_EL1, X2      	X - Data Pointer Auth A Key (high bits) (2 0x3)
fffffff0081c53ec	0xd51cf081  MSR   	S3_4_C15_C0_4, X1      	X -  (1 0x4)
fffffff0081c5414	0xd51df40d  MSR   	S3_5_C15_C4_0, X13     	X -  (13 0xfffffff0099a3e14)
fffffff0081c5434	0xd518fe0d  MSR   	S3_0_C15_C14_0, X13    	X -  (13 0xc000000000000000)
fffffff0081c5440	0xd518ff0d  MSR   	S3_0_C15_C15_0, X13    	X -  (13 0xc000000000000001)
fffffff0081c5498	0xd51b4421  MSR   	FPSR, X1               	X -  (1 0xf8000000)
fffffff0081c549c	0xd51b4402  MSR   	FPCR, X2               	X -  (2 0x7f70000)
fffffff0081c54bc	0xd5100242  MSR   	..?.., X2              	X -  (2 0x0)
fffffff0081c5500	0xd5182020  MSR   	TTBR1_EL1, X0          	X - Translation Table Base Register (0 0x0)
fffffff0081c5544	0xd5181020  MSR   	..?.., X0              	X -  (0 0x0)
fffffff0081c5560	0xd51cf140  MSR   	S3_4_C15_C1_2, X0      	X -  (0 0x8000000000000000)
fffffff0081c556c	0xd5182040  MSR   	TCR_EL1, X0            	X - Translation Control Register (0 0x0)
fffffff0081c557c	0xd50343df  MSR   	DAIFSet, #3            	X -  (0 0x0)
fffffff0081c558c	0xd51b4222  MSR   	DAIF, X2               	X -  (2 0x0)
fffffff0081c55b4	0xd50343df  MSR   	DAIFSet, #3            	X -  (0 0x0)
fffffff0081c55c4	0xd51b4222  MSR   	DAIF, X2               	X -  (2 0x0)
fffffff0081c55e4	0xd50343df  MSR   	DAIFSet, #3            	X -  (0 0x0)
fffffff0081c55f0	0xd51b4222  MSR   	DAIF, X2               	X -  (2 0x0)
fffffff0081c59c0	0xd51df509  MSR   	ARM64_REG_CYC_CFG, X9  	X -  (9 0xa00000)
fffffff0081c59f8	0xd51df601  MSR   	ARM64_REG_ACC_OVRD, X1 	X -  (1 0x6076005)
fffffff0081c5a08	0xd51df509  MSR   	ARM64_REG_CYC_CFG, X9  	X -  (9 0x3a00001)
fffffff0081c5a30	0xd51df500  MSR   	ARM64_REG_CYC_CFG, X0  	X -  (0 0x2000000)
fffffff0081c5a74	0xd50347df  MSR   	DAIFSet, #7            	X -  (0 0x0)
fffffff0081c5a88	0xd50040bf  MSR   	SPSel, #0              	X -  (0 0x0)
fffffff0081c5a8c	0xd51b4224  MSR   	DAIF, X4               	X -  (4 0x0)
fffffff0081cbf20	0xd500419f  MSR   	PAN, #1                	X -  (0 0x0)
fffffff0081cc124	0xd51be328  MSR   	..?.., X8              	X -  (8 0x1)
fffffff0081cc12c	0xd51be228  MSR   	CNTP_CTL_EL0, X8       	X - Counter-timer Physical Timer Control Register (8 0x2)
fffffff008710f94	0xd51bf808  MSR   	S3_3_C15_C8_0, X8      	X -  (8 0x1)
fffffff008710ffc	0xd51bf808  MSR   	S3_3_C15_C8_0, X8      	X -  (8 0x4)
	_func_fffffff0080858d4("%s MSR Debug status (MSR_CTRL_DBGSTS) error = 0x%x\n");
	_func_fffffff0080858d4("%s MSR Interrupt status (MSR_GLBL_IRQSTS) error = 0x%x\n");
	_func_fffffff0080858d4("%s MSR Debug status (MSR_CTRL_DBGSTS) error = 0x%x\n");
	_func_fffffff0080858d4("%s MSR Interrupt status (MSR_GLBL_IRQSTS) error = 0x%x\n");
	_func_fffffff0080858d4("%s MSR Debug status (MSR_CTRL_DBGSTS) error = 0x%x\n");
	_func_fffffff0080858d4("%s MSR Interrupt status (MSR_GLBL_IRQSTS) error = 0x%x\n");
	_func_fffffff0080858d4("%s MSR Driver Waiting for IOSurfaceRoot\n");
	_func_fffffff0080858d4("%s: MSR hardware-version value %u in EDT is invalid\n");
	_func_fffffff0080858d4("PIODMA: PIODMA for MSR %sabled\n");
	_func_fffffff0080858d4("%s MSR Error Occurred = 0x%x\n");
	_func_fffffff0080858d4("%s MSR Debug status (MSR_CTRL_DBGSTS) error = 0x%x\n");
	_func_fffffff0080858d4("%s MSR Interrupt status (MSR_GLBL_IRQSTS) error = 0x%x\n");
	_func_fffffff0080858d4("Alcatraz MSR Register Dump\n");
fffffff008bc01a8	0xd51ff508  MSR   	S3_7_C15_C5_0, X8      	X -  (8 0x108)
fffffff008bc01d4	0xd51ff168  MSR   	S3_7_C15_C1_3, X8      	X -  (8 0x8000)
fffffff008bc01dc	0xd51ff368  MSR   	S3_7_C15_C3_3, X8      	X -  (8 0x8100)
fffffff008bc01e4	0xd51ff568  MSR   	S3_7_C15_C5_3, X8      	X -  (8 0x8600)
fffffff008bc01ec	0xd51ff768  MSR   	S3_7_C15_C7_3, X8      	X -  (8 0x8900)
fffffff008bc01f4	0xd51ff968  MSR   	S3_7_C15_C9_3, X8      	X -  (8 0x8a00)
fffffff008bc01fc	0xd51ffb68  MSR   	S3_7_C15_C11_3, X8     	X -  (8 0x8e00)
